age,job,marital,education,default,housing,loan,month,day_of_week,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,subscribe
57,admin.,divorced,basic.9y,unknown,no,no,may,tue,1.1,93.994,-36.4,4.856,no
28,admin.,married,university.degree,no,unknown,unknown,may,tue,1.1,93.994,-36.4,4.856,no
49,blue-collar,married,basic.9y,unknown,no,no,may,tue,1.1,93.994,-36.4,4.856,no
60,retired,married,university.degree,unknown,unknown,unknown,may,tue,1.1,93.994,-36.4,4.856,no
39,services,divorced,basic.9y,no,no,no,may,tue,1.1,93.994,-36.4,4.856,no
40,self-employed,married,professional.course,no,no,no,may,tue,1.1,93.994,-36.4,4.856,no
58,unknown,married,basic.4y,no,no,yes,may,tue,1.1,93.994,-36.4,4.856,no
36,blue-collar,married,basic.9y,unknown,no,no,may,tue,1.1,93.994,-36.4,4.856,no
59,retired,married,university.degree,no,no,no,may,tue,1.1,93.994,-36.4,4.856,no
42,admin.,married,basic.6y,no,no,no,may,tue,1.1,93.994,-36.4,4.856,no
35,student,single,university.degree,unknown,no,no,may,tue,1.1,93.994,-36.4,4.856,no
42,blue-collar,divorced,high.school,no,no,no,may,tue,1.1,93.994,-36.4,4.856,no
37,blue-collar,married,high.school,no,yes,no,may,tue,1.1,93.994,-36.4,4.856,no
49,blue-collar,married,basic.4y,unknown,no,no,may,tue,1.1,93.994,-36.4,4.856,no
39,blue-collar,married,basic.9y,unknown,yes,yes,may,tue,1.1,93.994,-36.4,4.856,no
46,blue-collar,married,basic.9y,unknown,no,no,may,tue,1.1,93.994,-36.4,4.856,no
36,admin.,married,high.school,no,no,no,may,tue,1.1,93.994,-36.4,4.856,yes
35,technician,married,professional.course,no,no,no,may,tue,1.1,93.994,-36.4,4.856,no
51,blue-collar,married,basic.4y,unknown,no,no,may,tue,1.1,93.994,-36.4,4.856,no
40,blue-collar,divorced,basic.9y,unknown,yes,yes,may,tue,1.1,93.994,-36.4,4.856,no
32,blue-collar,married,basic.9y,no,yes,no,may,tue,1.1,93.994,-36.4,4.856,no
42,admin.,divorced,university.degree,no,no,no,may,tue,1.1,93.994,-36.4,4.856,no
25,admin.,single,university.degree,no,no,no,may,tue,1.1,93.994,-36.4,4.856,no
46,blue-collar,married,basic.6y,unknown,yes,no,may,tue,1.1,93.994,-36.4,4.856,no
42,admin.,married,basic.6y,no,no,no,may,tue,1.1,93.994,-36.4,4.856,no
47,management,married,basic.4y,unknown,yes,no,may,tue,1.1,93.994,-36.4,4.856,no
56,admin.,married,high.school,no,no,no,may,tue,1.1,93.994,-36.4,4.856,no
27,blue-collar,married,basic.4y,unknown,no,no,may,tue,1.1,93.994,-36.4,4.856,no
47,housemaid,married,university.degree,no,no,no,may,tue,1.1,93.994,-36.4,4.856,no
30,management,single,university.degree,no,yes,no,may,tue,1.1,93.994,-36.4,4.856,no
48,admin.,divorced,high.school,no,no,no,may,tue,1.1,93.994,-36.4,4.856,no
45,management,married,unknown,unknown,yes,no,may,tue,1.1,93.994,-36.4,4.856,no
58,retired,married,high.school,no,yes,no,may,tue,1.1,93.994,-36.4,4.856,no
39,blue-collar,married,basic.9y,unknown,yes,no,may,tue,1.1,93.994,-36.4,4.856,no
54,admin.,married,university.degree,no,no,no,may,tue,1.1,93.994,-36.4,4.856,no
33,management,single,university.degree,no,yes,yes,may,tue,1.1,93.994,-36.4,4.856,no
58,retired,divorced,professional.course,unknown,yes,no,may,tue,1.1,93.994,-36.4,4.856,no
39,admin.,married,high.school,unknown,yes,no,may,tue,1.1,93.994,-36.4,4.856,no
49,self-employed,married,professional.course,no,yes,no,may,tue,1.1,93.994,-36.4,4.856,no
33,blue-collar,married,basic.9y,no,no,no,may,tue,1.1,93.994,-36.4,4.856,no
40,housemaid,divorced,unknown,no,no,no,may,tue,1.1,93.994,-36.4,4.856,no
49,services,married,high.school,no,yes,no,may,tue,1.1,93.994,-36.4,4.856,no
50,housemaid,single,unknown,no,yes,no,may,tue,1.1,93.994,-36.4,4.856,no
40,blue-collar,single,basic.9y,no,no,no,may,tue,1.1,93.994,-36.4,4.856,no
50,services,married,unknown,unknown,no,no,may,tue,1.1,93.994,-36.4,4.856,no
30,technician,married,university.degree,unknown,no,no,may,tue,1.1,93.994,-36.4,4.856,no
32,admin.,married,university.degree,no,yes,no,may,tue,1.1,93.994,-36.4,4.856,no
59,retired,married,basic.4y,unknown,no,no,may,tue,1.1,93.994,-36.4,4.856,no
53,technician,married,professional.course,no,no,no,may,tue,1.1,93.994,-36.4,4.856,no
43,admin.,divorced,basic.9y,no,unknown,unknown,may,tue,1.1,93.994,-36.4,4.856,no
48,self-employed,married,basic.9y,unknown,yes,no,may,tue,1.1,93.994,-36.4,4.856,no
47,unknown,divorced,basic.4y,unknown,no,no,may,tue,1.1,93.994,-36.4,4.856,no
53,blue-collar,married,basic.9y,unknown,yes,no,may,tue,1.1,93.994,-36.4,4.856,no
37,admin.,married,high.school,unknown,no,no,may,tue,1.1,93.994,-36.4,4.856,no
26,services,single,high.school,no,yes,no,may,tue,1.1,93.994,-36.4,4.856,no
38,technician,single,professional.course,no,yes,no,may,tue,1.1,93.994,-36.4,4.856,no
36,admin.,married,university.degree,no,no,no,may,tue,1.1,93.994,-36.4,4.856,no
45,admin.,married,basic.9y,no,yes,no,may,tue,1.1,93.994,-36.4,4.856,no
47,technician,married,basic.9y,no,yes,no,may,tue,1.1,93.994,-36.4,4.856,no
36,technician,married,professional.course,no,no,yes,may,tue,1.1,93.994,-36.4,4.856,no
47,technician,married,basic.9y,no,no,no,may,tue,1.1,93.994,-36.4,4.856,no
31,management,married,university.degree,no,no,no,may,tue,1.1,93.994,-36.4,4.856,no
29,blue-collar,married,basic.6y,no,no,yes,may,tue,1.1,93.994,-36.4,4.856,no
42,technician,single,unknown,no,no,no,may,tue,1.1,93.994,-36.4,4.856,no
41,services,married,basic.9y,no,yes,yes,may,tue,1.1,93.994,-36.4,4.856,no
27,technician,single,professional.course,no,yes,no,may,tue,1.1,93.994,-36.4,4.856,no
35,admin.,single,high.school,no,yes,no,may,tue,1.1,93.994,-36.4,4.856,no
49,blue-collar,married,basic.4y,unknown,yes,no,may,tue,1.1,93.994,-36.4,4.856,no
45,blue-collar,married,basic.4y,no,unknown,unknown,may,tue,1.1,93.994,-36.4,4.856,no
50,technician,married,basic.6y,no,yes,no,may,tue,1.1,93.994,-36.4,4.856,no
49,blue-collar,married,basic.9y,no,yes,no,may,tue,1.1,93.994,-36.4,4.856,no
27,blue-collar,married,basic.9y,no,yes,no,may,tue,1.1,93.994,-36.4,4.856,no
58,retired,married,professional.course,unknown,unknown,unknown,may,tue,1.1,93.994,-36.4,4.856,no
39,services,married,high.school,no,no,no,may,tue,1.1,93.994,-36.4,4.856,no
41,technician,married,basic.9y,no,yes,no,may,tue,1.1,93.994,-36.4,4.856,no
45,services,married,high.school,unknown,yes,no,may,tue,1.1,93.994,-36.4,4.856,no
48,blue-collar,married,basic.4y,unknown,yes,no,may,tue,1.1,93.994,-36.4,4.856,no
46,admin.,divorced,high.school,unknown,yes,no,may,tue,1.1,93.994,-36.4,4.856,no
49,blue-collar,married,basic.4y,unknown,no,no,may,tue,1.1,93.994,-36.4,4.856,no
33,services,married,high.school,unknown,no,no,may,tue,1.1,93.994,-36.4,4.856,no
46,blue-collar,married,basic.4y,unknown,no,no,may,tue,1.1,93.994,-36.4,4.856,no
51,retired,married,basic.4y,unknown,yes,yes,may,tue,1.1,93.994,-36.4,4.856,no
43,admin.,married,high.school,no,yes,no,may,tue,1.1,93.994,-36.4,4.856,no
51,admin.,married,high.school,unknown,no,no,may,tue,1.1,93.994,-36.4,4.856,no
43,blue-collar,married,basic.9y,no,no,no,may,tue,1.1,93.994,-36.4,4.856,no
38,blue-collar,married,basic.6y,no,no,no,may,tue,1.1,93.994,-36.4,4.856,no
56,unemployed,married,basic.9y,unknown,no,yes,may,tue,1.1,93.994,-36.4,4.856,no
34,services,married,high.school,no,yes,yes,may,tue,1.1,93.994,-36.4,4.856,no
35,admin.,single,university.degree,no,yes,yes,may,tue,1.1,93.994,-36.4,4.856,no
45,admin.,married,basic.9y,unknown,yes,no,may,tue,1.1,93.994,-36.4,4.856,no
43,technician,married,basic.9y,unknown,no,yes,may,tue,1.1,93.994,-36.4,4.856,no
47,services,divorced,high.school,no,unknown,unknown,may,tue,1.1,93.994,-36.4,4.856,no
49,unknown,married,unknown,no,no,no,may,tue,1.1,93.994,-36.4,4.856,no
36,housemaid,married,high.school,no,no,no,may,tue,1.1,93.994,-36.4,4.856,no
35,services,married,high.school,no,yes,no,may,tue,1.1,93.994,-36.4,4.856,no
27,blue-collar,married,basic.9y,no,unknown,unknown,may,tue,1.1,93.994,-36.4,4.856,no
54,retired,married,high.school,unknown,no,no,may,tue,1.1,93.994,-36.4,4.856,no
31,admin.,married,high.school,unknown,yes,no,may,tue,1.1,93.994,-36.4,4.856,no
33,blue-collar,married,basic.4y,unknown,no,no,may,tue,1.1,93.994,-36.4,4.856,no
29,management,married,university.degree,no,no,no,may,tue,1.1,93.994,-36.4,4.856,no
40,blue-collar,married,basic.6y,unknown,yes,no,may,tue,1.1,93.994,-36.4,4.856,no
36,admin.,married,university.degree,no,no,no,may,tue,1.1,93.994,-36.4,4.856,no
51,entrepreneur,married,basic.9y,no,yes,no,may,tue,1.1,93.994,-36.4,4.856,no
39,technician,married,professional.course,no,no,no,may,tue,1.1,93.994,-36.4,4.856,no
36,management,married,university.degree,no,no,no,may,tue,1.1,93.994,-36.4,4.856,no
30,services,single,high.school,no,no,no,may,tue,1.1,93.994,-36.4,4.856,no
36,blue-collar,divorced,high.school,no,no,no,may,tue,1.1,93.994,-36.4,4.856,no
37,technician,married,professional.course,no,no,no,may,tue,1.1,93.994,-36.4,4.856,no
46,housemaid,married,basic.4y,no,no,no,may,tue,1.1,93.994,-36.4,4.856,no
44,blue-collar,married,unknown,no,no,yes,may,tue,1.1,93.994,-36.4,4.856,no
30,management,married,university.degree,no,no,no,may,tue,1.1,93.994,-36.4,4.856,no
30,admin.,single,high.school,no,no,no,may,tue,1.1,93.994,-36.4,4.856,no
33,technician,single,high.school,no,no,no,may,tue,1.1,93.994,-36.4,4.856,no
54,management,divorced,university.degree,no,yes,no,may,tue,1.1,93.994,-36.4,4.856,no
44,blue-collar,married,unknown,unknown,no,no,may,tue,1.1,93.994,-36.4,4.856,no
39,blue-collar,single,unknown,unknown,no,no,may,tue,1.1,93.994,-36.4,4.856,no
35,services,married,high.school,no,no,no,may,tue,1.1,93.994,-36.4,4.856,no
55,technician,married,professional.course,no,no,no,may,tue,1.1,93.994,-36.4,4.856,no
29,admin.,single,high.school,no,yes,no,may,tue,1.1,93.994,-36.4,4.856,no
55,services,married,high.school,no,no,no,may,tue,1.1,93.994,-36.4,4.856,no
36,technician,married,university.degree,no,no,no,may,tue,1.1,93.994,-36.4,4.856,no
39,blue-collar,married,basic.6y,no,yes,no,may,tue,1.1,93.994,-36.4,4.856,no
58,admin.,married,basic.6y,no,yes,no,may,tue,1.1,93.994,-36.4,4.856,no
37,admin.,single,high.school,no,no,no,may,tue,1.1,93.994,-36.4,4.856,no
28,blue-collar,single,basic.6y,unknown,yes,no,may,tue,1.1,93.994,-36.4,4.856,no
34,management,married,university.degree,no,yes,no,may,tue,1.1,93.994,-36.4,4.856,no
54,retired,divorced,basic.4y,no,yes,no,may,tue,1.1,93.994,-36.4,4.856,no
27,management,single,university.degree,no,yes,no,may,tue,1.1,93.994,-36.4,4.856,no
31,entrepreneur,single,basic.9y,no,no,no,may,tue,1.1,93.994,-36.4,4.856,no
48,blue-collar,married,basic.4y,no,no,no,may,tue,1.1,93.994,-36.4,4.856,no
46,housemaid,married,basic.4y,no,no,no,may,tue,1.1,93.994,-36.4,4.856,no
40,technician,single,high.school,no,no,no,may,tue,1.1,93.994,-36.4,4.856,no
47,services,married,high.school,unknown,no,yes,may,tue,1.1,93.994,-36.4,4.856,no
47,blue-collar,married,professional.course,unknown,yes,no,may,tue,1.1,93.994,-36.4,4.856,no
58,entrepreneur,married,university.degree,unknown,no,no,may,tue,1.1,93.994,-36.4,4.856,no
51,self-employed,married,professional.course,unknown,yes,yes,may,tue,1.1,93.994,-36.4,4.856,no
36,blue-collar,married,basic.9y,unknown,no,no,may,tue,1.1,93.994,-36.4,4.856,no
36,admin.,married,high.school,no,yes,no,may,tue,1.1,93.994,-36.4,4.856,no
36,blue-collar,single,university.degree,unknown,yes,no,may,tue,1.1,93.994,-36.4,4.856,no
46,blue-collar,married,basic.4y,unknown,yes,no,may,tue,1.1,93.994,-36.4,4.856,no
50,services,married,high.school,unknown,yes,no,may,tue,1.1,93.994,-36.4,4.856,no
47,management,divorced,university.degree,no,no,no,may,tue,1.1,93.994,-36.4,4.856,no
60,retired,married,high.school,unknown,yes,no,may,tue,1.1,93.994,-36.4,4.856,no
36,services,married,high.school,no,no,no,may,tue,1.1,93.994,-36.4,4.856,no
25,self-employed,single,university.degree,no,no,no,may,tue,1.1,93.994,-36.4,4.856,no
40,entrepreneur,married,university.degree,unknown,yes,no,may,tue,1.1,93.994,-36.4,4.856,no
36,technician,married,unknown,no,yes,no,may,tue,1.1,93.994,-36.4,4.856,no
37,services,married,high.school,unknown,yes,no,may,tue,1.1,93.994,-36.4,4.856,no
46,blue-collar,married,unknown,unknown,yes,no,may,tue,1.1,93.994,-36.4,4.856,no
49,services,married,high.school,no,no,yes,may,tue,1.1,93.994,-36.4,4.856,no
42,technician,married,professional.course,unknown,no,no,may,tue,1.1,93.994,-36.4,4.856,no
37,blue-collar,married,high.school,no,no,no,may,tue,1.1,93.994,-36.4,4.856,no
36,technician,married,university.degree,no,yes,yes,may,tue,1.1,93.994,-36.4,4.856,no
57,blue-collar,married,basic.4y,no,yes,yes,may,tue,1.1,93.994,-36.4,4.856,no
39,services,married,basic.9y,no,yes,no,may,tue,1.1,93.994,-36.4,4.856,no
28,admin.,married,high.school,no,no,no,may,tue,1.1,93.994,-36.4,4.856,no
47,blue-collar,married,basic.4y,no,yes,no,may,tue,1.1,93.994,-36.4,4.856,no
42,blue-collar,married,basic.9y,unknown,yes,no,may,tue,1.1,93.994,-36.4,4.856,no
34,entrepreneur,married,professional.course,no,no,no,may,tue,1.1,93.994,-36.4,4.856,no
51,blue-collar,married,professional.course,no,no,yes,may,tue,1.1,93.994,-36.4,4.856,no
30,services,single,unknown,no,yes,no,may,tue,1.1,93.994,-36.4,4.856,no
33,admin.,single,university.degree,no,yes,no,may,tue,1.1,93.994,-36.4,4.856,no
58,blue-collar,married,basic.4y,no,yes,no,may,tue,1.1,93.994,-36.4,4.856,no
36,technician,married,basic.9y,unknown,no,no,may,tue,1.1,93.994,-36.4,4.856,no
39,blue-collar,divorced,basic.9y,unknown,no,no,may,tue,1.1,93.994,-36.4,4.856,no
31,services,single,high.school,no,no,no,may,tue,1.1,93.994,-36.4,4.856,no
45,services,single,professional.course,unknown,unknown,unknown,may,tue,1.1,93.994,-36.4,4.856,no
34,blue-collar,single,basic.4y,no,yes,yes,may,tue,1.1,93.994,-36.4,4.856,no
33,services,divorced,high.school,no,no,no,may,tue,1.1,93.994,-36.4,4.856,no
35,blue-collar,married,basic.6y,unknown,yes,no,may,tue,1.1,93.994,-36.4,4.856,no
39,technician,married,professional.course,no,no,no,may,tue,1.1,93.994,-36.4,4.856,no
42,technician,single,high.school,unknown,no,no,may,tue,1.1,93.994,-36.4,4.856,no
37,admin.,married,high.school,no,no,no,may,tue,1.1,93.994,-36.4,4.856,no
42,blue-collar,single,basic.9y,no,unknown,unknown,may,tue,1.1,93.994,-36.4,4.856,no
48,technician,single,unknown,no,unknown,unknown,may,tue,1.1,93.994,-36.4,4.856,no
29,admin.,married,high.school,no,no,no,may,tue,1.1,93.994,-36.4,4.856,no
59,retired,married,basic.9y,no,yes,no,may,tue,1.1,93.994,-36.4,4.856,no
32,blue-collar,single,basic.9y,no,no,no,may,tue,1.1,93.994,-36.4,4.856,no
31,services,married,basic.9y,no,no,no,may,tue,1.1,93.994,-36.4,4.856,yes
52,management,married,basic.4y,unknown,yes,no,may,tue,1.1,93.994,-36.4,4.856,no
46,blue-collar,married,unknown,no,no,no,may,tue,1.1,93.994,-36.4,4.856,no
25,blue-collar,married,basic.9y,no,no,no,may,tue,1.1,93.994,-36.4,4.856,no
36,entrepreneur,married,basic.6y,no,yes,no,may,tue,1.1,93.994,-36.4,4.856,no
23,blue-collar,married,professional.course,no,yes,no,may,tue,1.1,93.994,-36.4,4.856,no
42,admin.,single,university.degree,no,yes,no,may,tue,1.1,93.994,-36.4,4.856,no
43,admin.,married,high.school,no,no,no,may,tue,1.1,93.994,-36.4,4.856,no
29,services,single,high.school,no,no,yes,may,tue,1.1,93.994,-36.4,4.856,no
45,admin.,married,high.school,no,yes,no,may,tue,1.1,93.994,-36.4,4.856,no
45,entrepreneur,married,university.degree,no,yes,no,may,tue,1.1,93.994,-36.4,4.856,yes
27,technician,single,high.school,unknown,no,yes,may,tue,1.1,93.994,-36.4,4.856,no
35,admin.,married,high.school,no,yes,no,may,tue,1.1,93.994,-36.4,4.856,no
35,technician,married,professional.course,no,no,no,may,tue,1.1,93.994,-36.4,4.856,no
39,blue-collar,divorced,high.school,no,yes,yes,may,tue,1.1,93.994,-36.4,4.856,no
29,technician,married,professional.course,no,no,no,may,tue,1.1,93.994,-36.4,4.856,no
46,blue-collar,divorced,basic.4y,unknown,no,no,may,tue,1.1,93.994,-36.4,4.856,no
39,admin.,married,university.degree,no,no,no,may,tue,1.1,93.994,-36.4,4.856,no
34,blue-collar,married,basic.6y,no,no,no,may,tue,1.1,93.994,-36.4,4.856,no
44,entrepreneur,divorced,university.degree,no,yes,no,may,tue,1.1,93.994,-36.4,4.856,no
35,blue-collar,married,unknown,no,no,no,may,wed,1.1,93.994,-36.4,4.859,no
33,technician,single,professional.course,no,yes,yes,may,wed,1.1,93.994,-36.4,4.859,no
41,blue-collar,single,basic.9y,unknown,no,no,may,wed,1.1,93.994,-36.4,4.859,no
37,technician,married,university.degree,no,no,no,may,wed,1.1,93.994,-36.4,4.859,no
40,admin.,single,university.degree,unknown,yes,no,may,wed,1.1,93.994,-36.4,4.859,no
42,blue-collar,divorced,basic.9y,no,yes,no,may,wed,1.1,93.994,-36.4,4.859,no
55,blue-collar,married,basic.9y,no,yes,no,may,wed,1.1,93.994,-36.4,4.859,no
46,management,married,basic.6y,unknown,no,no,may,wed,1.1,93.994,-36.4,4.859,no
37,management,married,university.degree,no,yes,no,may,wed,1.1,93.994,-36.4,4.859,no
39,technician,married,professional.course,no,no,no,may,wed,1.1,93.994,-36.4,4.859,no
40,blue-collar,married,high.school,no,no,no,may,wed,1.1,93.994,-36.4,4.859,no
52,technician,married,high.school,no,yes,yes,may,wed,1.1,93.994,-36.4,4.859,no
43,management,married,university.degree,no,unknown,unknown,may,wed,1.1,93.994,-36.4,4.859,no
51,blue-collar,married,basic.4y,no,yes,no,may,wed,1.1,93.994,-36.4,4.859,no
45,management,divorced,basic.9y,unknown,no,no,may,wed,1.1,93.994,-36.4,4.859,no
40,management,divorced,university.degree,unknown,no,no,may,wed,1.1,93.994,-36.4,4.859,no
28,student,single,high.school,unknown,yes,no,may,wed,1.1,93.994,-36.4,4.859,no
33,admin.,single,high.school,no,unknown,unknown,may,wed,1.1,93.994,-36.4,4.859,no
47,self-employed,married,unknown,unknown,no,no,may,wed,1.1,93.994,-36.4,4.859,no
54,management,divorced,university.degree,no,yes,no,may,wed,1.1,93.994,-36.4,4.859,no
46,unknown,married,university.degree,no,no,no,may,wed,1.1,93.994,-36.4,4.859,no
36,admin.,married,high.school,no,no,no,may,wed,1.1,93.994,-36.4,4.859,no
46,unemployed,married,professional.course,unknown,yes,no,may,wed,1.1,93.994,-36.4,4.859,no
45,blue-collar,divorced,basic.9y,no,yes,no,may,wed,1.1,93.994,-36.4,4.859,no
46,management,married,university.degree,no,no,yes,may,wed,1.1,93.994,-36.4,4.859,no
30,services,married,unknown,no,no,no,may,wed,1.1,93.994,-36.4,4.859,no
55,management,married,unknown,no,yes,yes,may,wed,1.1,93.994,-36.4,4.859,no
45,admin.,married,basic.9y,unknown,yes,yes,may,wed,1.1,93.994,-36.4,4.859,no
45,admin.,married,high.school,no,yes,no,may,wed,1.1,93.994,-36.4,4.859,no
51,admin.,married,basic.4y,unknown,yes,no,may,wed,1.1,93.994,-36.4,4.859,yes
31,admin.,single,university.degree,no,no,no,may,wed,1.1,93.994,-36.4,4.859,no
33,admin.,married,unknown,no,yes,no,may,wed,1.1,93.994,-36.4,4.859,no
45,services,divorced,high.school,unknown,yes,no,may,wed,1.1,93.994,-36.4,4.859,no
52,blue-collar,married,basic.4y,unknown,yes,yes,may,wed,1.1,93.994,-36.4,4.859,no
35,unemployed,married,university.degree,no,yes,no,may,wed,1.1,93.994,-36.4,4.859,no
50,admin.,married,high.school,unknown,yes,no,may,wed,1.1,93.994,-36.4,4.859,no
48,admin.,married,university.degree,no,yes,yes,may,wed,1.1,93.994,-36.4,4.859,no
41,management,married,unknown,unknown,yes,no,may,wed,1.1,93.994,-36.4,4.859,no
58,housemaid,married,university.degree,unknown,no,no,may,wed,1.1,93.994,-36.4,4.859,no
36,admin.,single,university.degree,unknown,no,no,may,wed,1.1,93.994,-36.4,4.859,no
44,blue-collar,single,basic.4y,no,no,no,may,wed,1.1,93.994,-36.4,4.859,no
38,blue-collar,single,university.degree,no,no,no,may,wed,1.1,93.994,-36.4,4.859,no
38,blue-collar,married,basic.6y,unknown,yes,no,may,wed,1.1,93.994,-36.4,4.859,yes
53,blue-collar,married,basic.9y,no,no,no,may,wed,1.1,93.994,-36.4,4.859,no
37,blue-collar,married,basic.9y,no,yes,no,may,wed,1.1,93.994,-36.4,4.859,no
29,admin.,single,university.degree,no,no,no,may,wed,1.1,93.994,-36.4,4.859,no
35,services,married,high.school,no,no,no,may,wed,1.1,93.994,-36.4,4.859,no
59,entrepreneur,married,high.school,no,no,no,may,wed,1.1,93.994,-36.4,4.859,no
38,technician,married,basic.6y,unknown,yes,yes,may,wed,1.1,93.994,-36.4,4.859,no
34,technician,single,professional.course,no,no,no,may,wed,1.1,93.994,-36.4,4.859,no
28,blue-collar,married,basic.9y,no,yes,no,may,wed,1.1,93.994,-36.4,4.859,no
43,blue-collar,married,unknown,unknown,no,yes,may,wed,1.1,93.994,-36.4,4.859,no
45,blue-collar,divorced,basic.9y,no,yes,yes,may,wed,1.1,93.994,-36.4,4.859,no
31,blue-collar,single,basic.9y,no,no,no,may,wed,1.1,93.994,-36.4,4.859,no
34,blue-collar,married,basic.9y,no,no,no,may,wed,1.1,93.994,-36.4,4.859,no
50,management,divorced,high.school,unknown,no,no,may,wed,1.1,93.994,-36.4,4.859,no
38,technician,single,university.degree,no,no,no,may,wed,1.1,93.994,-36.4,4.859,no
39,technician,married,university.degree,unknown,no,no,may,wed,1.1,93.994,-36.4,4.859,no
41,technician,married,high.school,no,yes,no,may,wed,1.1,93.994,-36.4,4.859,yes
29,blue-collar,married,basic.6y,no,no,yes,may,wed,1.1,93.994,-36.4,4.859,no
34,admin.,single,high.school,no,yes,yes,may,wed,1.1,93.994,-36.4,4.859,no
45,technician,married,professional.course,unknown,no,no,may,wed,1.1,93.994,-36.4,4.859,no
42,blue-collar,married,basic.4y,unknown,unknown,unknown,may,wed,1.1,93.994,-36.4,4.859,no
32,blue-collar,married,basic.9y,no,no,no,may,wed,1.1,93.994,-36.4,4.859,no
41,blue-collar,married,basic.4y,no,no,no,may,wed,1.1,93.994,-36.4,4.859,no
49,blue-collar,married,basic.4y,no,no,no,may,wed,1.1,93.994,-36.4,4.859,no
46,blue-collar,married,basic.4y,unknown,no,no,may,wed,1.1,93.994,-36.4,4.859,no
39,blue-collar,married,high.school,unknown,no,no,may,wed,1.1,93.994,-36.4,4.859,no
45,unknown,married,unknown,unknown,unknown,unknown,may,wed,1.1,93.994,-36.4,4.859,no
48,management,married,basic.4y,unknown,no,no,may,wed,1.1,93.994,-36.4,4.859,no
33,blue-collar,married,basic.9y,no,yes,yes,may,wed,1.1,93.994,-36.4,4.859,no
52,blue-collar,married,basic.6y,no,yes,no,may,wed,1.1,93.994,-36.4,4.859,no
44,blue-collar,married,basic.4y,unknown,no,yes,may,wed,1.1,93.994,-36.4,4.859,no
44,management,married,university.degree,no,no,no,may,wed,1.1,93.994,-36.4,4.859,no
33,unemployed,divorced,basic.9y,no,yes,no,may,wed,1.1,93.994,-36.4,4.859,no
57,blue-collar,divorced,professional.course,no,no,no,may,wed,1.1,93.994,-36.4,4.859,no
31,management,married,high.school,no,no,no,may,wed,1.1,93.994,-36.4,4.859,no
52,admin.,married,high.school,no,unknown,unknown,may,wed,1.1,93.994,-36.4,4.859,no
40,blue-collar,single,basic.9y,unknown,yes,no,may,wed,1.1,93.994,-36.4,4.859,no
37,admin.,married,university.degree,no,no,yes,may,wed,1.1,93.994,-36.4,4.859,no
39,blue-collar,married,basic.6y,no,no,no,may,wed,1.1,93.994,-36.4,4.859,no
34,self-employed,single,university.degree,no,yes,no,may,wed,1.1,93.994,-36.4,4.859,no
38,technician,single,professional.course,unknown,unknown,unknown,may,wed,1.1,93.994,-36.4,4.859,no
43,services,married,high.school,no,no,no,may,wed,1.1,93.994,-36.4,4.859,no
33,blue-collar,married,basic.9y,no,no,yes,may,wed,1.1,93.994,-36.4,4.859,no
51,services,married,high.school,no,yes,no,may,wed,1.1,93.994,-36.4,4.859,no
51,services,married,high.school,no,yes,no,may,wed,1.1,93.994,-36.4,4.859,no
50,housemaid,married,basic.9y,unknown,yes,yes,may,wed,1.1,93.994,-36.4,4.859,no
45,blue-collar,married,basic.9y,unknown,no,yes,may,wed,1.1,93.994,-36.4,4.859,no
27,admin.,single,high.school,no,yes,no,may,wed,1.1,93.994,-36.4,4.859,yes
50,admin.,married,university.degree,no,yes,no,may,wed,1.1,93.994,-36.4,4.859,no
53,services,married,high.school,unknown,yes,no,may,wed,1.1,93.994,-36.4,4.859,no
42,management,married,university.degree,unknown,yes,no,may,wed,1.1,93.994,-36.4,4.859,no
41,admin.,married,high.school,no,yes,no,may,wed,1.1,93.994,-36.4,4.859,no
57,retired,married,university.degree,unknown,no,no,may,wed,1.1,93.994,-36.4,4.859,no
47,blue-collar,single,basic.9y,no,no,yes,may,wed,1.1,93.994,-36.4,4.859,no
29,housemaid,married,high.school,no,no,no,may,wed,1.1,93.994,-36.4,4.859,no
39,unemployed,single,university.degree,no,no,yes,may,wed,1.1,93.994,-36.4,4.859,no
33,services,single,basic.6y,unknown,yes,no,may,wed,1.1,93.994,-36.4,4.859,no
51,services,married,high.school,unknown,yes,no,may,wed,1.1,93.994,-36.4,4.859,no
37,blue-collar,married,basic.4y,unknown,yes,no,may,wed,1.1,93.994,-36.4,4.859,yes
36,admin.,married,university.degree,unknown,yes,no,may,wed,1.1,93.994,-36.4,4.859,no
48,blue-collar,married,basic.4y,no,yes,no,may,wed,1.1,93.994,-36.4,4.859,no
44,technician,single,unknown,unknown,no,no,may,wed,1.1,93.994,-36.4,4.859,no
34,blue-collar,single,high.school,unknown,yes,yes,may,wed,1.1,93.994,-36.4,4.859,no
54,management,married,university.degree,unknown,no,no,may,wed,1.1,93.994,-36.4,4.859,no
40,housemaid,divorced,basic.6y,unknown,yes,no,may,wed,1.1,93.994,-36.4,4.859,no
52,management,married,professional.course,no,yes,no,may,wed,1.1,93.994,-36.4,4.859,no
33,unemployed,divorced,basic.9y,no,no,no,may,wed,1.1,93.994,-36.4,4.859,yes
35,blue-collar,married,basic.9y,no,yes,no,may,wed,1.1,93.994,-36.4,4.859,no
43,unknown,married,high.school,unknown,no,no,may,wed,1.1,93.994,-36.4,4.859,no
38,services,married,high.school,no,no,no,may,wed,1.1,93.994,-36.4,4.859,no
